event_date,weather_condition,location,country,latitude,longitude,make,model,purpose_of_flight,broad_phase_of_flight,amateur_built,registration_number,engine_type1,injury_severity,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,people_on_board,pilot_type,no_of_engines1
 07/03/2014 ,vmc,"Fallon, NV", United States , 39.374445 , -117.780278 ,eurocopter,as350,public aircraft,maneuvering,no, N832PA ,turbine,non-fatal,0,0,1,0,1,professional,1
 07/03/2014 ,vmc,"Gaston, OR", United States , 45.606389 , -122.892777 ,bell,47,aerial application,maneuvering,no, N684PC ,turbine,non-fatal,0,0,0,1,1,professional,1
 07/02/2014 ,vmc,"Olathe, KS", United States , 38.853889 , -94.735277 ,robinson,r44,business,unknown,no, N225TV ,reciprocating,non-fatal,0,0,0,2,2,professional,1
 06/29/2014 ,vmc,"Dietrich, ID", United States , 42.900000 , -114.250000 ,aerospatiale,as350,unknown,unknown,no, N350CR ,turbine,non-fatal,0,3,0,0,3,unknown,1
 06/28/2014 ,unknown,"Krasnodar Krai, Russia", Russia , 45.596389 , 39.715833 ,robinson,r66,personal,unknown,no,,turbine,fatal(4),4,0,0,0,4,private,1
 06/27/2014 ,vmc,"Quincy, WA", United States , 47.216667 , -119.833334 ,robinson,r44,other work use,maneuvering,no, N560LH ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 06/27/2014 ,vmc,"Mayhill, NM", United States , 32.888611 , -105.479167 ,aerospatiale,as350,personal,go-around,no, N69PJ ,turbine,non-fatal,0,1,1,2,4,private,1
 06/24/2014 ,vmc,"Nashville, TN", United States , 36.206944 , -86.889444 ,robinson,r44,personal,unknown,no, N544BS ,reciprocating,non-fatal,0,0,0,2,2,private,1
 06/23/2014 ,vmc,"Texarkana, TX", United States , 33.535555 , -94.192500 ,eurocopter,as350,unknown,cruise,no, N407EM ,turbine,non-fatal,0,0,0,4,4,unknown,1
 06/21/2014 ,vmc,"Mt. Comfort, IN", United States , 39.858889 , -85.909167 ,amateur,amateur,personal,landing,yes, N6828D ,reciprocating,non-fatal,0,0,0,2,2,private,1
 06/20/2014 ,vmc,"Long Beach, CA", United States , 33.813889 , -118.156667 ,robinson,r22,instructional,maneuvering,no, N681SH ,reciprocating,non-fatal,0,0,0,1,1,instructional,1
 06/19/2014 ,vmc,"Moscow Mills, MO", United States , 38.901944 , 90.960278 ,robinson,r22,instructional,unknown,no, N784SH ,reciprocating,non-fatal,0,0,2,0,2,instructional,1
 06/18/2014 ,vmc,"Coldfoot, AK", United States , 67.769445 , -149.748333 ,robinson,r44,unknown,maneuvering,no, N74713 ,reciprocating,non-fatal,0,0,0,3,3,unknown,1
 06/17/2014 ,vmc,"Wailuku, HI", United States , 20.898611 , -156.430556 ,eurocopter,as350,unknown,unknown,no, N6094H ,turbine,non-fatal,0,0,0,7,7,unknown,1
 06/17/2014 ,vmc,"Allentown, PA", United States , 40.652222 , -75.440555 ,schweizer,269,instructional,standing,no, N152CC ,reciprocating,non-fatal,0,0,1,0,1,instructional,1
 06/17/2014 ,vmc,"Decatur, TX", United States , 33.257778 , -97.581111 ,bell,206,instructional,landing,no, N536T ,turbine,non-fatal,0,0,2,0,2,instructional,1
 06/13/2014 ,unknown,"Cerfontaine, Belgium, Belgium", Belgium ,50.1687764,4.4125932,schweizer,269,unknown,unknown,no,,reciprocating,fatal(1),1,1,0,0,2,unknown,1
 06/11/2014 ,vmc,"South Timbalier Platform, GM", United States , 28.050000 , -90.400000 ,bell,206,unknown,approach,no, N207MY ,turbine,fatal(2),2,0,0,0,2,unknown,1
 06/11/2014 ,vmc,"Anchorage, AK", United States , 61.213333 , -149.844444 ,eurocopter,as350,personal,unknown,no, N356EV ,turbine,non-fatal,0,0,0,3,3,private,1
 06/10/2014 ,vmc,"Hudson, WI", United States , 44.961389 , -92.744722 ,hughes,500,personal,takeoff,no, N5335U ,reciprocating,non-fatal,0,0,2,0,2,private,1
 06/08/2014 ,vmc,"Mesa, AZ", United States , 33.377223 , -111.795277 ,md_helicopters,369,public aircraft - local,unknown,no, N504MP ,turbine,non-fatal,0,0,0,2,2,professional,1
 06/04/2014 ,vmc,"Prescott, AZ", United States , 34.675000 , -112.427500 ,robinson,r22,instructional,unknown,no, N223G ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 06/03/2014 ,vmc,"Merced, CA", United States , 37.310000 , -120.516667 ,amateur,amateur,personal,landing,yes, N78291 ,reciprocating,non-fatal,0,0,0,2,2,private,1
 05/31/2014 ,vmc,"San Manuel, AZ", United States , 32.625000 , -110.563889 ,robinson,r22,aerial observation,maneuvering,no, N7122E ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 05/31/2014 ,vmc,"Temple, TX", United States , 31.151944 , -97.407778 ,schweizer,269,instructional,landing,no, N902CP ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 05/30/2014 ,vmc,"Whitefield, ME", United States , 44.201944 , -69.604444 ,bell,oh58,positioning,approach,no, N650MH ,turbine,non-fatal,0,0,1,0,1,professional,1
 05/28/2014 ,vmc,"Little Falls, MN", United States , 46.108333 , -94.346944 ,bell,oh13,aerial application,maneuvering,no, N51853 ,reciprocating,fatal(1),1,0,0,0,1,professional,1
 05/28/2014 ,vmc,"Chugiak, AK", United States , 61.417778 , -149.500833 ,robinson,r44,external load,maneuvering,no, N392GP ,reciprocating,fatal(1),1,0,0,0,1,professional,1
 05/25/2014 ,vmc,"Essex, MD", United States , 39.250278 , -76.362500 ,brantly,b2,personal,landing,no, N9023Z ,reciprocating,non-fatal,0,0,0,2,2,private,1
 05/25/2014 ,vmc,"Constantine, MI", United States , 41.832500 , -85.668334 ,aerospatiale,as365,positioning,landing,no, N365WM ,turbine,non-fatal,0,0,0,3,3,professional,2
 05/23/2014 ,vmc,"Waitsburg, WA", United States , 46.380000 , -118.203611 ,bell,uh1,positioning,takeoff,no, N260TA ,turbine,non-fatal,0,0,1,0,1,professional,1
 05/23/2014 ,vmc,"Santa Paula, CA", United States , 34.326945 , -119.080000 ,robinson,r22,personal,maneuvering,no, N4081H ,reciprocating,fatal(1),1,0,0,0,1,private,1
 05/21/2014 ,vmc,"Beverly, MA", United States , 42.584166 , -70.916111 ,bell,206,aerial observation,takeoff,no, N55SL ,turbine,non-fatal,0,0,0,2,2,professional,1
 05/18/2014 ,vmc,"Peach Springs, AZ", United States , 35.992500 , -113.781111 ,eurocopter,as350,positioning,standing,no, N840PA ,turbine,fatal(1),1,0,0,0,1,professional,1
 05/18/2014 ,vmc,"Bakersfield, CA", United States , 35.434166 , -119.057778 ,bell,47,positioning,maneuvering,no, N16414 ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 05/04/2014 ,vmc,"Hamburg, NY", United States , 42.694722 , -78.773611 ,bolkow,bk117,positioning,unknown,no, N504TJ ,turbine,non-fatal,0,0,0,3,3,professional,2
 05/03/2014 ,vmc,"El Monte, CA", United States , 34.085833 , -118.034722 ,bell,47,personal,takeoff,no, N7895B ,reciprocating,non-fatal,0,0,2,0,2,private,1
 05/03/2014 ,vmc,"Telluride, CO", United States , 37.835000 , -107.881667 ,bell,407,unknown,maneuvering,no, N407MH ,turbine,non-fatal,0,0,0,3,3,unknown,1
 05/01/2014 ,vmc,"Frederick, MD", United States , 39.417500 , -77.374445 ,robinson,r22,instructional,maneuvering,no, N802CP ,reciprocating,non-fatal,0,0,2,0,2,instructional,1
 05/01/2014 ,vmc,"Lumberton, NJ", United States , 39.938889 , -74.840833 ,agusta,aw119,instructional,landing,no, N119HF ,turbine,non-fatal,0,0,0,2,2,instructional,1
 04/30/2014 ,unknown,"Inta, Russia", Russia , 66.116667 , 60.083334 ,robinson,r44,unknown,unknown,no,,reciprocating,fatal(1),1,0,0,0,1,unknown,1
 04/29/2014 ,vmc,"Bullfrog, UT", United States , 37.566111 , -110.950000 ,hughes,oh6,public aircraft - federal,maneuvering,no, N37929 ,turbine,non-fatal,0,2,0,0,2,professional,1
 04/27/2014 ,vmc,"Adelanto, CA", United States , 34.881667 , -117.436666 ,md_helicopters,600,personal,takeoff,no, N606BP ,turbine,non-fatal,0,1,2,0,3,private,1
 04/25/2014 ,vmc,"Cleburne, TX", United States , 32.353611 , -97.433889 ,hughes,269,instructional,maneuvering,no, N90636 ,reciprocating,non-fatal,0,0,2,0,2,instructional,1
 04/25/2014 ,vmc,"Liberty, MO", United States , 39.292777 , -94.442222 ,robinson,r44,personal,landing,no, N32VB ,reciprocating,non-fatal,0,0,0,2,2,private,1
 04/24/2014 ,vmc,"Richwood, OH", United States , 40.611111 , 83.413889 ,amateur,amateur,instructional,unknown,yes, N43691 ,reciprocating,non-fatal,0,2,0,0,2,instructional,1
 04/18/2014 ,vmc,"Santa Monica, CA", United States , 34.016111 , -118.451389 ,md_helicopters,500,personal,landing,no, N522GS ,turbine,non-fatal,0,0,0,4,4,private,1
 04/13/2014 ,vmc,"Reno, NV", United States , 39.668056 , -119.867500 ,amateur,amateur,personal,approach,yes, N78CS ,reciprocating,fatal(1),1,0,0,0,1,private,1
 04/10/2014 ,unknown,"Beijing, P.R. China, China", China ,39.906217,116.3912757,bell,407,unknown,unknown,no,,turbine,fatal(1),1,0,1,0,2,unknown,1
 04/09/2014 ,vmc,"Albuquerque, NM", United States , 35.087777 , -106.618611 ,eurocopter,as350,positioning,takeoff,no, N395P ,turbine,non-fatal,0,0,3,0,3,professional,1
 04/06/2014 ,vmc,"Green River, UT", United States , 39.311944 , -110.073611 ,robinson,r22,personal,maneuvering,no, N13HG ,reciprocating,fatal(2),2,0,0,0,2,private,1
 04/05/2014 ,unknown,"Kirchham, Austria, Austria", Austria ,47.9706301,13.8992429,enstrom,280,unknown,unknown,no,,turbine,fatal(1),1,2,0,0,3,unknown,1
 04/04/2014 ,vmc,"Astoria, OR", United States , 46.110000 , -124.110000 ,agusta,aw109,other work use,maneuvering,no, N361CR ,turbine,non-fatal,0,1,0,3,4,professional,1
 04/04/2014 ,vmc,"Missoula, MT", United States , 46.916389 , -114.090555 ,bell,206,other work use,takeoff,no, N43MA ,turbine,non-fatal,0,0,2,0,2,professional,1
 03/30/2014 ,vmc,"Oglesby, TX", United States , 31.311389 , -97.361111 ,bell,47,aerial observation,maneuvering,no, N147WT ,reciprocating,non-fatal,0,0,0,2,2,professional,1
 03/27/2014 ,unknown,"Borroloola, Australia, Australia", Australia ,-16.0594471,136.3054069,robinson,r22,unknown,unknown,no,,reciprocating,non-fatal,0,1,0,0,1,unknown,1
 03/27/2014 ,imc,"Tehachapi, CA", United States , 35.110556 , -118.339166 ,bell,oh58,public aircraft - local,unknown,no, N497E ,turbine,non-fatal,0,0,0,3,3,professional,1
 03/23/2014 ,unknown,"Ribeirão Preto, Brazil", Brazil , -21.263889 , -47.807500 ,robinson,r22,personal,unknown,no,,reciprocating,fatal(2),2,0,0,0,2,private,1
 03/22/2014 ,vmc,"Menard, TX", United States , 31.020278 , 99.711667 ,robinson,r44,personal,unknown,no, N44MD ,reciprocating,non-fatal,0,0,0,1,1,private,1
 03/19/2014 ,unknown,"Gisborne, New Zealand, New Zealand", New Zealand ,-38.661326,178.0206487,md_helicopters,500,unknown,unknown,no,,turbine,fatal(1),1,1,0,0,2,unknown,1
 03/18/2014 ,vmc,"Seattle, WA", United States , 47.620278 , -122.348611 ,eurocopter,as350,positioning,takeoff,no, N250FB ,turbine,fatal(2),2,1,0,0,3,professional,1
 03/13/2014 ,unknown,"Gillingham, Norfolk, United Kingdom", United Kingdom ,51.3876562,0.5457712,agusta,aw139,unknown,unknown,no,,turbine,fatal(4),4,0,0,0,4,unknown,1
 02/25/2014 ,unknown,"Moonlight Creek, New Zealand, New Zealand", New Zealand , -44.949444 , 168.598333 ,hughes,369,unknown,unknown,no,,turbine,non-fatal,0,0,0,3,3,unknown,1
 02/24/2014 ,vmc,"Presidio, TX", United States , 29.636944 , -103.984444 ,robinson,r44,personal,maneuvering,no, N360AH ,reciprocating,non-fatal,0,1,0,2,3,private,1
 02/18/2014 ,vmc,"Greenfield, CA", United States , 36.280834 , -121.166945 ,bell,47,aerial application,maneuvering,no, N715BH ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 02/18/2014 ,unknown,"Rio de Janeiro, Brazil", Brazil , -23.077778 , -43.553333 ,robinson,r22,instructional,unknown,no,,reciprocating,fatal(2),2,0,0,0,2,instructional,1
 02/15/2014 ,unknown,"Braganca, Brazil", Brazil , -1.191111 , -46.937777 ,robinson,r44,unknown,unknown,no,,reciprocating,fatal(2),2,0,0,0,2,unknown,1
 02/14/2014 ,vmc,"Bonham, TX", United States , 33.821945 , -96.119167 ,robinson,r44,aerial observation,maneuvering,no, N494SH ,reciprocating,non-fatal,0,0,0,3,3,professional,1
 02/10/2014 ,vmc,"Orlando, FL", United States , 28.003889 , 81.486389 ,robinson,r44,other work use,standing,no, N7040U ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 02/08/2014 ,vmc,"Panacea, FL", United States , 29.989444 , -84.391111 ,robinson,r44,personal,takeoff,no, N571AC ,reciprocating,fatal(2),2,1,0,0,3,private,1
 02/05/2014 ,vmc,"Bountiful, UT", United States , 40.877778 , -111.821667 ,bell,206,instructional,standing,no, N3211N ,turbine,non-fatal,0,0,0,2,2,instructional,1
 02/03/2014 ,vmc,"Naples, FL", United States , 26.152222 , -81.777223 ,hughes,369,public aircraft - local,unknown,no, N8618F ,turbine,non-fatal,0,0,0,2,2,professional,1
 01/29/2014 ,vmc,"Memphis, TN", United States , 35.200556 , -90.053889 ,enstrom,f28,instructional,landing,no, N24RB ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 01/27/2014 ,vmc,"Silt, CO", United States , 39.521389 , -107.660833 ,bell,206,unknown,maneuvering,no, N207DS ,turbine,fatal(3),3,0,0,0,3,unknown,1
 01/23/2014 ,vmc,"West Palm Beach, FL", United States , 26.845833 , -80.222223 ,robinson,r22,instructional,landing,no, N72AP ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 01/21/2014 ,vmc,"Showlow, AZ", United States , 34.264444 , -110.007778 ,enstrom,280,personal,takeoff,no, N51683 ,reciprocating,non-fatal,0,0,0,2,2,private,1
 01/21/2014 ,vmc,"Titusville, FL", United States , 28.532500 , -80.901667 ,schweizer,269,instructional,landing,no, N2110J ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 01/21/2014 ,vmc,"Pell City, AL", United States , 33.565278 , -86.303333 ,bell,47,business,approach,no, N93067 ,reciprocating,non-fatal,0,0,2,0,2,professional,1
 01/17/2014 ,vmc,"Houlton, ME", United States , 46.124723 , -67.792222 ,eurocopter,as350,public aircraft - federal,takeoff,no, N578AE ,turbine,non-fatal,0,0,0,2,2,professional,1
 01/10/2014 ,vmc,"Encino, TX", United States , 27.036944 , -98.168611 ,eurocopter,as350,public aircraft - federal,maneuvering,no, N3948A ,turbine,non-fatal,0,1,2,0,3,professional,1
 01/09/2014 ,unknown,"Antioquia, Colombia", Colombia , 7.000000 , 75.000000 ,bell,206,unknown,unknown,no,,turbine,fatal(5),5,0,0,0,5,unknown,1
 01/09/2014 ,vmc,"Beaumont, TX", United States , 30.074445 , -94.218611 ,robinson,r22,instructional,landing,no, N994HV ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 01/05/2014 ,vmc,"West Delta 109, GM", United States , 29.160000 , 89.210000 ,bell,430,business,maneuvering,no, N430CT ,turbine,non-fatal,0,0,0,2,2,professional,2
 01/02/2014 ,vmc,"Temple, TX", United States , 31.151944 , -97.407778 ,bell,206,positioning,landing,no, N400XL ,turbine,non-fatal,0,0,0,1,1,professional,1
 01/01/2014 ,vmc,"Boulder City, NV", United States , 35.946944 , -114.860000 ,eurocopter,ec130,flight test,unknown,no, N133GC ,turbine,non-fatal,0,0,0,1,1,professional,1
 12/30/2013 ,unknown,"Berastagi, Indonesia", Indonesia ,3.1928704,98.5091805,bell,206,unknown,unknown,no,,turbine,fatal(1),1,2,0,2,5,unknown,1
 12/28/2013 ,vmc,"White Plains, NY", United States , 41.066945 , -73.707500 ,schweizer,269,instructional,landing,no, N2056J ,reciprocating,non-fatal,0,0,1,1,2,instructional,1
 12/20/2013 ,vmc,"Bordeaux, France", France , 44.936111 , -0.348611 ,robinson,r44,unknown,unknown,no,,reciprocating,fatal(4),4,0,0,0,4,unknown,1
 12/15/2013 ,unknown,"Lake Ross, New Zealand, New Zealand", New Zealand , -44.880556 , 167.964444 ,hughes,369,unknown,unknown,no,,turbine,fatal(1),1,0,0,0,1,unknown,1
 12/09/2013 ,vmc,"Chowchilla, CA", United States , 37.098055 , -120.110833 ,hiller,uh12,other work use,maneuvering,no, N36MV ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 12/06/2013 ,vmc,"Monticello, UT", United States , 37.926111 , -109.338055 ,md_helicopters,369,business,takeoff,no, N2066W ,turbine,non-fatal,0,0,0,1,1,professional,1
 12/06/2013 ,vmc,"Sebring, FL", United States , 27.463333 , -81.366667 ,bell,oh13,positioning,unknown,no, N1001N ,reciprocating,fatal(1),1,0,0,0,1,professional,1
 12/05/2013 ,vmc,"Port Fourchon, LA", United States , 29.929723 , -90.353889 ,sikorsky,s76,unknown,takeoff,no, N707MY ,turbine,non-fatal,0,0,0,10,10,unknown,2
 11/29/2013 ,unknown,"Glasgow, United Kingdom", United Kingdom ,55.8611389,-4.2501672,eurocopter,ec135,unknown,unknown,no,,turbine,fatal(9),9,0,0,0,9,unknown,2
 11/28/2013 ,vmc,"Tunica, MS", United States , 34.681111 , -90.346111 ,robinson,r44,instructional,takeoff,no, N44DQ ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 11/20/2013 ,unknown,"Rio de Janeiro, Brazil", Brazil , 22.988889 , -44.250000 ,robinson,r66,business,unknown,no,,turbine,fatal(1),1,0,0,0,1,professional,1
 11/19/2013 ,imc,"Neuhausen ob Eck, Germany", Germany ,47.9582454,8.93376608774647,robinson,r44,instructional,unknown,no,,reciprocating,fatal(2),2,0,0,0,2,instructional,1
 11/16/2013 ,unknown,Rio Ablajo, Honduras ,14.1801433,-87.2211435,bell,407,unknown,unknown,no,,turbine,non-fatal,0,0,0,7,7,unknown,1
 11/16/2013 ,unknown,"Seoul, Korea, Republic Of"," Korea, Republic Of ",37.5666791,126.9782914,sikorsky,s76,unknown,unknown,no,,turbine,fatal(2),2,0,0,0,2,unknown,2
 11/09/2013 ,vmc,"Shreveport, LA", United States , 32.536389 , -94.760000 ,eurocopter,ec135,flight test,maneuvering,no, N911KB ,turbine,non-fatal,0,0,3,0,3,professional,2
 11/02/2013 ,vmc,"Superior, MT", United States , 47.316667 , -115.483334 ,bell,206,business,maneuvering,no, N888DR ,turbine,non-fatal,0,0,0,1,1,professional,1
 10/29/2013 ,vmc,"Kailua Kona, HI", United States , 19.728334 , -156.043889 ,eurocopter,as350,instructional,approach,no, N985EW ,turbine,non-fatal,0,0,1,1,2,instructional,1
 10/28/2013 ,vmc,"Milo, OR", United States , 42.953611 , -123.149444 ,bell,206,aerial observation,unknown,no, N16673 ,turbine,non-fatal,0,3,0,0,3,professional,1
 10/26/2013 ,unknown,"Torreilles, France", France , 42.754444 , 2.993889 ,robinson,r22,unknown,unknown,no,,reciprocating,np.nan,0,0,0,0,0,unknown,1
 10/26/2013 ,vmc,"Jefferson City, MO", United States , 38.591111 , -92.156111 ,bell,oh58,public aircraft - state,approach,no, N283MP ,turbine,non-fatal,0,0,1,1,2,professional,1
 10/23/2013 ,vmc,"Omaha, TX", United States , 33.214722 , 94.775278 ,bell,oh58,aerial application,landing,no, N911CC ,turbine,non-fatal,0,0,0,1,1,professional,1
 10/23/2013 ,vmc,"Eagle Pass, TX", United States , 28.620556 , -100.156389 ,eurocopter,as350,instructional,landing,no, N1CR ,turbine,non-fatal,0,0,0,2,2,instructional,1
 10/22/2013 ,unknown,"Somerville, TN", United States , 35.230000 , -89.380278 ,eurocopter,as350,positioning,maneuvering,no, N353HW ,turbine,fatal(3),3,0,0,0,3,professional,1
 10/20/2013 ,vmc,"Madison, MS", United States , 32.570556 , -90.158611 ,eurocopter,as350,unknown,takeoff,no, N911ES ,turbine,non-fatal,0,0,3,0,3,unknown,1
 10/17/2013 ,imc,"Sedro Woolley, WA", United States , 48.590000 , -122.256389 ,robinson,r44,business,takeoff,no, N414CC ,reciprocating,non-fatal,0,0,0,2,2,professional,1
 10/16/2013 ,unknown,Tataka, Taiwan ,23.4876983,120.8904187,bolkow,bk117,unknown,landing,no,,turbine,fatal(3),3,0,0,0,3,unknown,2
 10/13/2013 ,unknown,"Beles, Kazakhstan", Kazakhstan , 51.266667 , 51.050278 ,robinson,r44,unknown,unknown,no,,reciprocating,fatal(2),2,0,0,0,2,unknown,1
 10/13/2013 ,unknown,"Gobierno, Argentina", Argentina ,-27.4692439,-55.2749319129166,bell,407,unknown,unknown,no,,turbine,fatal(1),1,4,0,0,5,unknown,1
 10/12/2013 ,vmc,"Wolica Kozia, Poland", Poland , 52.095833 , 17.443055 ,enstrom,280,unknown,takeoff,no,,turbine,fatal(2),2,0,0,0,2,unknown,1
 10/11/2013 ,vmc,"Seeley, CA", United States , 32.701944 , -115.772778 ,bell,206,aerial observation,maneuvering,no, N206KK ,turbine,non-fatal,0,0,0,3,3,professional,1
 10/09/2013 ,vmc,"Venice, LA, GM", United States , 29.550000 , -88.700000 ,bell,206,unknown,takeoff,no, N54LP ,turbine,fatal(1),1,3,0,0,4,unknown,1
 10/06/2013 ,vmc,"Paducah, TX", United States , 33.939444 , -100.072223 ,md_helicopters,369,external load,maneuvering,no, N530KF ,turbine,fatal(1),1,0,0,0,1,professional,1
 10/05/2013 ,vmc,"Nampa, ID", United States , 43.577223 , -116.615833 ,amateur,amateur,personal,unknown,yes, N104BJ ,reciprocating,non-fatal,0,0,1,0,1,private,1
 10/04/2013 ,unknown,"Stavanger, Norway", Norway ,58.9680427,5.7324722,sikorsky,s92,unknown,cruise,no,,turbine,non-fatal,0,0,0,14,14,unknown,1
 10/04/2013 ,unknown,"Upper Edgebold, United Kingdom", United Kingdom ,52.6976597,-2.7862169,bell,206,unknown,unknown,no,,turbine,non-fatal,0,0,1,0,1,unknown,1
 10/02/2013 ,vmc,"Chicago, IL", United States , 41.535000 , -87.529445 ,robinson,r22,instructional,maneuvering,no, N554SA ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 09/29/2013 ,unknown,"Murbad, Thane District, India, India", India ,19.2391384,73.3045891,bell,212,unknown,unknown,no,,turbine,fatal(5),5,0,0,0,5,unknown,2
 09/29/2013 ,vmc,"Santa Maria, CA", United States , 34.967223 , -120.544444 ,bell,oh13,aerial application,maneuvering,no, N38113 ,reciprocating,non-fatal,0,0,1,0,1,professional,1
 09/29/2013 ,vmc,"Felda, FL", United States , 26.522500 , -81.558333 ,amateur,amateur,personal,approach,yes, None ,reciprocating,non-fatal,0,1,0,0,1,private,1
 09/27/2013 ,vmc,"Bloomsburg, PA", United States , 40.991389 , -76.466667 ,enstrom,f28,other work use,standing,no, N631DP ,reciprocating,fatal(1),1,0,0,1,2,professional,1
